INFLUENCER NAME,PLATFORM,FOLLOWERS,LIKES,COMMENTS,SHARES,IMPRESSIONS,CLICKS,CONVERSIONS,CAMPAIGN COST,REVENUE,CONTENT TYPE,CAMPAIGN DATE,ENGAGEMENT_RATE,ROI,CONVERSION_RATE,INFLUENCER_SCORE,INFLUENCER_TYPE
RituFoodDanceee,YouTube,2338423.0,71316.0,642.0,12688.0,0.0,37590.0,321.0,201266.0,0.0,story+reel,2025-03-05,7195800.542587888,-100.0,0.853950518754988,2878260.217035156,0
KaranFitness ,Linkedin,0.0,99619.0,4269.0,9769.0,6739852.0,14185.0,2230.0,82056.5,258741.0,Live Stream,2025-03-05,inf,25874000.0,15.720831864645753,inf,1
NehaFoodieDanceee,Instagram,4571849.0,0.0,1171.0,11276.0,6701036.0,27642.0,0.0,82056.5,3085912.0,Reel+Post,2025-02-03,117100.24663981685,308591100.0,0.0,185201500.09865597,1
AnanyaVlogsQueen,Facebook,5160000.0,124107.0,0.0,13796.0,0.0,2929.0,2511.0,312780.0,0.0,shorts,2025-02-03,12410700.267364342,-100.0,85.72891771935815,4964220.106945737,0
ShaliniFashion_official,Facebook,57000.0,20349.0,5226.0,17324.0,1142000.0,31762.0,1502.0,9598.0,2453471.0,Reel+Post,2025-01-12,2557530.392982456,245347000.0,4.728921352559663,148231212.15719298,1
AMITCRICKETDANCEEE ,TikTok,2821046.0,57218.0,0.0,6133.0,6949572.0,25476.0,2338.0,82056.5,4208509.0,Carousel,2025-01-12,5721800.21740163,420850800.0,9.177264876746742,254799200.08696064,1
ShaliniFashion ,Linkedin,0.0,124479.0,6095.0,4303.0,3100000.0,61479.0,0.0,179338.0,0.0,Story,2025-06-03,inf,-100.0,0.0,inf,0
ArjunVlogsInsta,YouTube,1995999.0,108366.0,3469.0,16055.0,1989769.0,5808.0,0.0,82056.5,0.0,reel,2025-06-03,11183500.80435912,-100.0,0.0,4473340.3217436485,0
KabirTechDanceee,Instagram,4612000.0,0.0,0.0,10783.0,5708000.0,14538.0,313.0,82056.5,0.0,Reels+Post,2025-06-03,0.2338031222896791,-100.0,2.152978401430733,-59.90647875108413,0
SHALINIFASHIONQUEEN ,Instagram,1145813.0,1855.0,0.0,14958.0,5300000.0,7494.0,0.0,256181.0,0.0,Post,2025-08-03,185501.30544862032,-100.0,0.0,74140.52217944813,0
MansiBeautyQueen,YouTube,1910000.0,99480.0,0.0,7590.0,0.0,19009.0,2806.0,324071.0,340183.0,Long Video,2025-08-03,9948000.3973822,34018200.0,14.761428796885689,24390120.15895288,1
PriyaVibesVlogs,Tiktok,3308045.0,14940.0,2293.0,9206.0,8022000.0,13234.0,2075.0,219484.0,4471344.0,Reel  ,2025-08-03,1723300.2782912564,447134300.0,15.679310865951338,268969900.1113165,1
MeeraBeauty ,Tiktok,0.0,52711.0,4544.0,2753.0,7339000.0,13476.0,0.0,113522.0,0.0,Long Video,2025-01-11,inf,-100.0,0.0,inf,0
VikramTech_official,YouTube,2952000.0,0.0,1936.0,17038.0,1500000.0,41758.0,2567.0,82056.5,2559991.0,Video,2025-07-03,193600.5771680217,255999000.0,6.147325063460894,153676840.2308672,1
RituFood.xo,Instagram,0.0,122580.0,0.0,14046.0,1752000.0,48845.0,566.0,82056.5,1659764.0,Highlight,2025-07-03,inf,165976300.0,1.1587675299416522,inf,1
VikramTechQueen,Instagram,4698000.0,102664.0,0.0,3353.0,0.0,1045.0,1741.0,82056.5,909283.0,Reel ,2025-07-03,10266400.071370795,90928200.0,166.60287081339712,58663480.02854832,1
KabirTechDanceee,Youtube,980000.0,118238.0,0.0,3588.0,0.0,43656.0,1244.0,255979.0,0.0,NaN ,2025-07-03,11823800.366122449,-100.0,2.849551035367418,4729460.14644898,0
PRIYAVIBESVLOGS ,Facebook,2140000.0,86265.0,0.0,3312.0,3000000.0,20551.0,2005.0,82056.5,3870352.0,carousel ,2025-07-03,8626500.154766355,387035100.0,9.756216242518612,235671660.06190652,1
FITANKITFITNESS ,Tiktok,620000.0,40229.0,2428.0,3451.0,7467771.0,0.0,2743.0,281481.0,1697690.0,Stories,2025-08-03,4265700.556612903,169768900.0,inf,103567620.22264516,1
KabirTechDanceee,Linkedin,1848000.0,102559.0,240.0,0.0,988757.0,50236.0,2363.0,331336.0,3621781.0,Post,2025-08-03,10279900.0,362178000.0,4.703798073094992,221418760.0,1
RahulGamer,YouTube,600000.0,2554.0,5711.0,9639.0,8373000.0,0.0,1895.0,82056.5,0.0,Reels+Post,2025-08-03,826501.6065,-100.0,inf,330540.6426,0
KaranFitness.xo,Youtube,0.0,67230.0,358.0,18380.0,8300000.000000001,7160.0,0.0,34309.0,0.0,Stories,2025-08-03,inf,-100.0,0.0,inf,0
ArjunVlogs.xo,Facebook,1771000.0,0.0,4872.0,551.0,3300000.0,0.0,709.0,176948.0,0.0,Carousel ,2025-06-03,487200.031112366,-100.0,inf,194820.0124449464,0
MeeraBeauty.xo,Facebook,4180000.0,93888.0,0.0,18409.0,4368053.0,26772.0,2629.0,66462.0,1513240.0,Reel ,2025-06-03,9388800.4404067,151323900.0,9.819961153443897,94549860.17616268,1
ArjunVlogs_official,Facebook,2916017.0,48982.0,0.0,0.0,6447292.0,52491.0,2563.0,155098.0,3809209.0,reel,2025-01-03,4898200.0,380920800.0,4.882741803356766,230511760.0,1
SiddharthTravel ,Instagram,3020442.0,7926.0,0.0,8384.0,5904000.0,51914.0,433.0,36409.0,0.0,Reels+Post,2025-01-03,792600.2775752688,-100.0,0.8340717340216512,316980.11103010754,0
TanyaDanceDanceee,Instagram,224516.0,33350.0,2328.0,8752.0,2900000.0,39888.0,1745.0,206694.0,1179690.0,Reel ,2025-01-03,3567803.8981631603,117968900.0,4.374749298034496,72208461.55926527,1
TechBitArvind,TikTok,0.0,125000.0,4856.0,14137.0,5100000.0,11065.0,0.0,141585.0,4446900.0,Video,2025-01-03,inf,444689900.0,0.0,inf,1
SaraTravelDiaries07,Linkedin,2880690.0,21240.0,0.0,894.0,0.0,33498.0,0.0,79236.0,0.0,Carousell,2025-11-03,2124000.031034232,-100.0,0.0,849540.0124136927,0
ArjunVlogsQueen,Facebook,4330077.0,30369.0,0.0,9485.0,0.0,15330.0,2585.0,285872.0,3676859.0,reel,2025-11-03,3036900.2190492223,367685800.0,16.862361382909327,221826240.0876197,1
DeepakMotivationInsta,Instagram,0.0,85121.0,3179.0,5458.0,7639000.0,38024.0,2482.0,82056.5,0.0,Story,2025-11-03,inf,-100.0,6.527456343362087,inf,0
TechBitArvindFitness,Instagram,1160000.0,0.0,0.0,3060.0,800000.0,2743.0,940.0,197439.0,0.0,long video,2025-03-03,0.2637931034482759,-100.0,34.269048487057965,-59.89448275862069,0
RituFoodVlogs,Linkedin,1773095.0,92779.0,0.0,11852.0,7182611.0,30702.0,0.0,82625.0,2286227.0,Carousell,2025-02-03,9277900.6684357,228622600.0,0.0,140884720.26737428,1
MEERABEAUTY_OFFICIAL ,Instagram,3016927.0,28382.0,2800.0,11587.0,5100000.0,12600.0,1914.0,307324.0,3922201.0,Reels+Post,2025-07-03,3118200.3840663037,392220000.0,15.19047619047619,236579280.15362653,1
RahulGamer07,Facebook,448000.0,26297.0,5453.0,10186.0,3284000.0,57518.0,562.0,177495.0,887327.0,shorts,2025-07-03,3175002.2736607143,88732600.0,0.9770854341249696,54509560.909464285,1
PoojaLifestyleFitness,Youtube,3304854.0,43827.0,5511.0,11337.0,4302000.0,31283.0,2556.0,225443.0,0.0,Short,2025-08-03,4933800.343040872,-100.0,8.170571876098839,1973460.137216349,0
DeepakMotivationFitness,Tiktok,2700000.0,14951.0,1752.0,6194.0,2220000.0,25130.0,0.0,82056.5,910865.0,Story+Reel,2025-03-08,1670300.229407407,91086400.0,0.0,55319960.09176296,1
GamerVikramInsta,Linkedin,4123463.0,98369.0,0.0,1067.0,6449080.0,48963.0,600.0,143782.0,0.0,Live Stream,2025-03-08,9836900.02587631,-100.0,1.2254151093682986,3934700.010350524,0
RahulGamer_official,Instagram,130000.0,85038.0,4868.0,0.0,4800000.0,61607.0,361.0,34996.0,0.0,Story+Reel,2025-03-08,8990600.0,-100.0,0.5859723732692713,3596180.0,0
DeepakMotivation,Instagram,2830000.0,0.0,5512.0,8722.0,8076178.0,2821.0,138.0,8025.0,189812.0,shorts,2025-10-03,551200.3081978799,18981100.0,4.891882311237151,11609140.123279152,1
ShaliniFashionFitness,YouTube,40000.0,33311.0,552.0,7336.0,2500000.0,4209.0,2840.0,195681.0,1197425.0,Stream Highlight,2025-12-03,3386318.3400000003,119742400.0,67.4744594915657,73199967.336,1
GamerVikramInsta,Youtube,0.0,32742.0,0.0,14094.0,6994806.0,31583.0,809.0,138949.0,0.0,Video,2025-04-03,inf,-100.0,2.56150460690878,inf,0
DeepakMotivation07,Facebook,1309116.0,29952.0,0.0,0.0,3900000.0,1945.0,0.0,327501.0,1550721.0,Stream Highlight,2025-04-03,2995200.0,155072000.0,0.0,94241280.0,1
POOJALIFESTYLE.XO ,Tiktok,4025023.0,20022.0,923.0,700.0,3755037.0,34094.0,2624.0,82056.5,0.0,story+reel,2025-01-03,2094500.0173912048,-100.0,7.696368862556461,837740.006956482,0
RiyaMakeup,Youtube,2550000.0,94763.0,5549.0,0.0,5400000.0,54135.0,2322.0,41677.0,1667047.0,0,2025-03-03,10031200.0,166704600.0,4.28927680798005,104035240.0,1
VikramTechInsta,Instagram,4685409.0,72046.0,2520.0,15710.0,1107449.0,5509.0,2102.0,105478.0,2275670.0,Reel+Post,2025-07-03,7456600.335296236,227566900.0,38.155745144309314,139522780.1341185,1
MEERABEAUTY.XO ,Facebook,4908000.0,0.0,6132.0,0.0,4000000.0,0.0,422.0,82056.5,0.0,Story,2025-04-03,613200.0,-100.0,inf,245220.0,0
RohanFitnessQueen,Instagram,0.0,95174.0,4932.0,15863.0,4260000.0,29924.0,2653.0,292873.0,2718058.0,Long Video,2025-04-03,inf,271805700.0,8.865793343135945,inf,1
